Temporal_Rep,State,Plant_ID,Cluster_ID,Treatment,Movement,Fertilization,Host_Variation,Host_Species,ILN,LLL,FPLD_1,FPLD_2,FPLD_3,FPLD_4,FPLD_5,FPLD_6,FPLD_7,Total_FPLD,Mean_PLD,FSN,FSL,ISMM,ISM,FSMM,FSM,RGR,Notes
1,OR,M1,NA,MN_FN_HN,N,N,N,K,4,6,0,0,0.0,0.0,NA,NA,NA,0,0,1,T,NA,0.14975,NA,0.09984,-0.4053983324,Some of its guts came out while trying to get it off the tape.
1,OR,M2,NA,MN_FN_HN,N,N,N,K,3,5.95,0,0,0.0,NA,NA,NA,NA,0,0,1,B,NA,0.08664,NA,0.07826,-0.1017249859,NA
1,OR,M3,NA,MN_FN_HN,N,N,N,K,4,5.75,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,NA,0.09194,NA,0.08524,-0.07566538315,NA
1,OR,M4,NA,MN_FN_HN,N,N,N,K,4,5.58,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,NA,0.10077,NA,0.0854,-0.1654945915,NA
1,OR,M5,NA,MN_FN_HN,N,N,N,K,4,7.5,0,0,0.0,0.0,NA,NA,NA,0,0,1,B,NA,0.14683,NA,0.12911,-0.1286107008,NA
1,OR,M6,NA,MN_FN_HN,N,N,N,K,4,6,0,0,0.0,0.0,NA,NA,NA,0,0,1,B,NA,0.1273,NA,0.09239,-0.3205277579,NA
1,OR,M7,NA,MN_FN_HN,N,N,N,K,3,5.5,0,0,0.0,NA,NA,NA,NA,0,0,1,B,NA,0.1056,NA,0.0919,-0.1389573419,NA
1,OR,M8,NA,MN_FN_HN,N,N,N,K,4,6.3,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,NA,0.10279,NA,0.09715,-0.0564318962,NA
1,OR,M9,NA,MN_FN_HN,N,N,N,K,4,6.4,0,0,0.0,0.0,NA,NA,NA,0,0,1,B,NA,0.12734,NA,0.11372,-0.1131213878,NA
1,OR,M10,NA,MN_FN_HN,N,N,N,K,4,5.8,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,NA,0.06699,NA,0.06246,-0.07001700267,NA
1,OR,M11,NA,MN_FN_HN,N,N,N,K,3,5.85,0,0,0.0,NA,NA,NA,NA,0,0,1,B,NA,0.1047,NA,0.08959,-0.1558554113,NA
1,OR,M12,NA,MN_FN_HN,N,N,N,K,4,6.2,0,0,0.0,0.0,NA,NA,NA,0,0,1,B,NA,0.10611,NA,0.09288,-0.1331679545,NA
1,OR,M13,NA,MN_FN_HN,N,N,N,K,4,6.9,0,0,0.0,0.0,NA,NA,NA,0,0,1,T,NA,0.1152,NA,0.08131,-0.348400738,Some of its guts came out while trying to get it off the tape.
1,OR,M14,NA,MN_FN_HN,N,N,N,K,4,6.4,0,0,0.0,0.0,NA,NA,NA,0,0,1,B,NA,0.09183,NA,0.07748,-0.1699192031,NA
1,OR,M15,NA,MN_FN_HN,N,N,N,K,3,5.4,0,0,0.0,NA,NA,NA,NA,0,0,1,B,NA,0.11645,NA,0.09808,-0.1716785241,NA
1,OR,M16,NA,MN_FN_HN,N,N,N,K,4,6.3,0,0,0.0,0.0,NA,NA,NA,0,0,1,T,NA,0.10729,NA,0.06121,-0.5612248738,Some of its guts came out while trying to get it off the tape.
1,OR,M17,NA,MN_FN_HN,N,N,N,K,4,6.8,0,0,0.0,0.0,NA,NA,NA,0,0,1,B,NA,0.06141,NA,0.03977,-0.4344598291,NA
1,OR,M18,NA,MN_FN_HN,N,N,N,K,5,8.1,0,0,0.0,0.0,0.0,NA,NA,0,0,1,S,NA,0.01351,NA,0.00304,-1.491572637,NA
1,OR,M19,M19_M24,MY_FY_HN,Y,Y,N,K,5,8.6,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.58203,0.097005,0.22349,0.07449666667,-0.2640081419,"2 spods found on tape, didn't weigh"
1,OR,M20,M19_M24,MY_FY_HN,Y,Y,N,K,5,9.2,0,0,0.0,0.0,0.0,NA,NA,0,0,1,S,0.58203,0.097005,0.22349,0.07449666667,-0.2640081419,Partially buried
1,OR,M21,M19_M24,MY_FY_HN,Y,Y,N,K,5,10,0,0,0.0,0.0,0.0,NA,NA,0,0,1,S,0.58203,0.097005,0.22349,0.07449666667,-0.2640081419,NA
1,OR,M22,M19_M24,MY_FY_HN,Y,Y,N,K,6,10.7,0,0,0.0,0.0,0.0,0.0,NA,0,0,1,S,0.58203,0.097005,0.22349,0.07449666667,-0.2640081419,NA
1,OR,M23,M19_M24,MY_FY_HN,Y,Y,N,K,5,9.7,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.58203,0.097005,0.22349,0.07449666667,-0.2640081419,NA
1,OR,M24,M19_M24,MY_FY_HN,Y,Y,N,K,5,9.2,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.58203,0.097005,0.22349,0.07449666667,-0.2640081419,NA
1,OR,M25,M25_M30,MY_FY_HN,Y,Y,N,K,4,10.4,0,0,0.0,0.0,NA,NA,NA,0,0,0,NA,0.63826,0.1063766667,0.36235,0.1207833333,0.1270120523,1 spod found between the pots on the table
1,OR,M26,M25_M30,MY_FY_HN,Y,Y,N,K,5,9.2,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.63826,0.1063766667,0.36235,0.1207833333,0.1270120523,NA
1,OR,M27,M25_M30,MY_FY_HN,Y,Y,N,K,4,10,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,0.63826,0.1063766667,0.36235,0.1207833333,0.1270120523,NA
1,OR,M28,M25_M30,MY_FY_HN,Y,Y,N,K,5,9.8,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.63826,0.1063766667,0.36235,0.1207833333,0.1270120523,NA
1,OR,M29,M25_M30,MY_FY_HN,Y,Y,N,K,4,10.1,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,0.63826,0.1063766667,0.36235,0.1207833333,0.1270120523,NA
1,OR,M30,M25_M30,MY_FY_HN,Y,Y,N,K,5,11.1,0,0,0.0,0.0,0.0,NA,NA,0,0,1,S,0.63826,0.1063766667,0.36235,0.1207833333,0.1270120523,NA
1,OR,M31,M31_M36,MY_FY_HN,Y,Y,N,K,6,9.5,0,4,0.0,0.0,0.0,NA,NA,4,0.6666666667,0,NA,0.70473,0.117455,0.14243,0.14243,0.1927953694,"2 spods stuck to the tape, didn't weigh"
1,OR,M32,M31_M36,MY_FY_HN,Y,Y,N,K,5,9.5,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.70473,0.117455,0.14243,0.14243,0.1927953694,NA
1,OR,M33,M31_M36,MY_FY_HN,Y,Y,N,K,4,9,2,0,0.0,0.0,NA,NA,NA,2,0.5,1,P,0.70473,0.117455,0.14243,0.14243,0.1927953694,On the leaf with herbivory
1,OR,M34,M31_M36,MY_FY_HN,Y,Y,N,K,5,9.6,0,1,0.0,0.0,0.0,NA,NA,1,0.2,0,NA,0.70473,0.117455,0.14243,0.14243,0.1927953694,NA
1,OR,M35,M31_M36,MY_FY_HN,Y,Y,N,K,5,9.5,1,0,0.0,0.0,0.0,NA,NA,1,0.2,0,NA,0.70473,0.117455,0.14243,0.14243,0.1927953694,NA
1,OR,M36,M31_M36,MY_FY_HN,Y,Y,N,K,5,12,0,0,0.0,0.0,0.0,NA,NA,0,0,0,NA,0.70473,0.117455,0.14243,0.14243,0.1927953694,NA
2,OR,M37,M37,MN_FY_HN,N,Y,N,K,5,10.8,0,0,0.0,0.0,0.0,NA,NA,0,0,1,C,NA,0.17735,NA,0.1709,0.3530869723,NA
2,OR,M38,M38,MN_FY_HN,N,Y,N,K,4,7.8,0,0,0.0,0.0,NA,NA,NA,0,0,1,C,NA,0.12873,NA,0.11711,-0.09460352362,NA
2,OR,M39,M39,MN_FY_HN,N,Y,N,K,5,9.1,2,3,7.0,0.0,0.0,NA,NA,12,2.4,1,C,NA,0.12006,NA,0.1627,0.3039163964,NA
2,OR,M40,M40,MN_FY_HN,N,Y,N,K,5,8.4,1,0,1.0,5.0,0.0,NA,NA,7,1.4,1,C,NA,0.13281,NA,0.14418,0.08214298356,NA
2,OR,M41,M41,MN_FY_HN,N,Y,N,K,4,8.5,0,0,0.0,0.0,NA,NA,NA,0,0,1,C,NA,0.17248,NA,0.16899,-0.02044174615,NA
2,OR,M42,M42,MN_FY_HN,N,Y,N,K,5,8.8,0,3,0.0,0.0,0.0,NA,NA,3,0.6,1,C,NA,0.08719,NA,0.09876,0.124603019,NA
2,OR,M43,M43,MN_FY_HN,N,Y,N,K,5,9.2,0,0,4.0,0.0,0.0,NA,NA,4,0.8,1,C,NA,0.11194,NA,0.12939,0.1448680859,NA
2,OR,M44,M44,MN_FY_HN,N,Y,N,K,5,9.1,0,2,0.0,1.0,0.0,NA,NA,3,0.6,1,C,NA,0.17791,NA,0.18142,0.01953698074,NA
2,OR,M45,M45,MN_FY_HN,N,Y,N,K,5,8.7,0,0,0.0,0.0,0.0,NA,NA,0,0,1,C,NA,0.09286,NA,0.08305,-0.1116501465,NA
2,OR,M46,M46,MN_FY_HN,N,Y,N,K,5,9.2,10,0,0.0,0.0,0.0,NA,NA,10,2,1,C,NA,0.12794,NA,0.13418,0.04762077811,NA
2,OR,M47,M47,MN_FY_HN,N,Y,N,K,5,9.5,0,0,0.0,3.0,0.0,NA,NA,3,0.6,1,C,NA,0.08851,NA,0.09922,0.1142240669,NA
2,OR,M48,M48,MN_FY_HN,N,Y,N,K,5,9.3,20,0,0.0,0.0,0.0,NA,NA,20,4,1,C,NA,0.08233,NA,0.09104,0.1005634091,NA
2,OR,M49,M49,MN_FY_HN,N,Y,N,K,6,9.7,1,0,0.0,0.0,0.0,0.0,NA,1,0.1666666667,1,C,NA,0.15921,NA,0.15685,-0.01493415087,NA
2,OR,M50,M50,MN_FY_HN,N,Y,N,K,5,10,0,0,0.0,0.0,0.0,NA,NA,0,0,1,E,NA,0.13757,NA,0.11504,-0.1788529845,Found on the outside of bag 39
2,OR,M51,M51,MN_FY_HN,N,Y,N,K,5,10.8,0,0,0.0,0.0,8.0,NA,NA,8,1.6,1,S,NA,0.10624,NA,0.1217,0.1358583143,NA
2,OR,M52,M52,MN_FY_HN,N,Y,N,K,6,11.7,0,0,0.0,0.0,0.0,0.0,NA,0,0,1,C,NA,0.04538,NA,0.04086,-0.10491989,NA
2,OR,M53,M53,MN_FY_HN,N,Y,N,K,5,9.5,1,0,4.0,2.0,3.0,NA,NA,10,2,1,C,NA,0.1047,NA,0.12228,0.1552143791,NA
2,OR,M54,M54,MN_FY_HN,N,Y,N,K,5,9.2,0,4,0.0,0.0,0.0,NA,NA,4,0.8,1,P,NA,0.00962,NA,0.01428,0.3950156922,NA
2,OR,M55,M55_M60,MY_FN_HN,Y,N,N,K,4,7.1,0,3,0.0,0.0,NA,NA,NA,3,0.75,0,NA,0.17312,0.02885333333,0.27189,0.0679725,0.8568776852,1 found on the outside of the bag
2,OR,M56,M55_M60,MY_FN_HN,Y,N,N,K,4,6.8,3,2,0.0,5.0,NA,NA,NA,10,2.5,0,NA,0.17312,0.02885333333,0.27189,0.0679725,0.8568776852,NA
2,OR,M57,M55_M60,MY_FN_HN,Y,N,N,K,4,7.3,8,2,20.0,12.0,NA,NA,NA,42,10.5,0,NA,0.17312,0.02885333333,0.27189,0.0679725,0.8568776852,NA
2,OR,M58,M55_M60,MY_FN_HN,Y,N,N,K,4,6.6,2,0,0.0,1.0,NA,NA,NA,3,0.75,0,NA,0.17312,0.02885333333,0.27189,0.0679725,0.8568776852,NA
2,OR,M59,M55_M60,MY_FN_HN,Y,N,N,K,4,6.2,7,0,1.0,11.0,NA,NA,NA,19,4.75,1,S,0.17312,0.02885333333,0.27189,0.0679725,0.8568776852,NA
2,OR,M60,M55_M60,MY_FN_HN,Y,N,N,K,4,6.8,1,0,4.0,3.0,NA,NA,NA,8,2,3,P,0.17312,0.02885333333,0.27189,0.0679725,0.8568776852,NA
2,OR,M61,M61_M66,MY_FN_HN,Y,N,N,K,4,5.6,0,3,0.0,2.0,NA,NA,NA,5,1.25,0,NA,0.12983,0.02163833333,0.1885,0.06283333333,1.066019285,NA
2,OR,M62,M61_M66,MY_FN_HN,Y,N,N,K,4,7,15,1,15.0,5.0,NA,NA,NA,36,9,1,S,0.12983,0.02163833333,0.1885,0.06283333333,1.066019285,NA
2,OR,M63,M61_M66,MY_FN_HN,Y,N,N,K,3,6,1,0,0.0,NA,NA,NA,NA,1,0.3333333333,0,NA,0.12983,0.02163833333,0.1885,0.06283333333,1.066019285,NA
2,OR,M64,M61_M66,MY_FN_HN,Y,N,N,K,4,5.5,0,0,0.0,0.0,NA,NA,NA,0,0,0,NA,0.12983,0.02163833333,0.1885,0.06283333333,1.066019285,NA
2,OR,M65,M61_M66,MY_FN_HN,Y,N,N,K,4,6.4,0,0,0.0,0.0,NA,NA,NA,0,0,0,NA,0.12983,0.02163833333,0.1885,0.06283333333,1.066019285,NA
2,OR,M66,M61_M66,MY_FN_HN,Y,N,N,K,3,5.4,25,25,1.0,NA,NA,NA,NA,51,17,2,P,0.12983,0.02163833333,0.1885,0.06283333333,1.066019285,NA
2,OR,M67,M67_M72,MY_FN_HN,Y,N,N,K,4,7.1,2,2,0.0,12.0,NA,NA,NA,16,4,0,NA,0.12309,0.020515,0.11291,0.03763666667,0.6068224266,3 found on the bag
2,OR,M68,M67_M72,MY_FN_HN,Y,N,N,K,4,5.5,1,0,0.0,0.0,NA,NA,NA,1,0.25,0,NA,0.12309,0.020515,0.11291,0.03763666667,0.6068224266,NA
2,OR,M69,M67_M72,MY_FN_HN,Y,N,N,K,4,6.1,0,1,5.0,0.0,NA,NA,NA,6,1.5,0,NA,0.12309,0.020515,0.11291,0.03763666667,0.6068224266,NA
2,OR,M70,M67_M72,MY_FN_HN,Y,N,N,K,4,7.3,2,2,1.0,1.0,NA,NA,NA,6,1.5,0,NA,0.12309,0.020515,0.11291,0.03763666667,0.6068224266,NA
2,OR,M71,M67_M72,MY_FN_HN,Y,N,N,K,4,6,7,0,0.0,0.0,NA,NA,NA,7,1.75,0,NA,0.12309,0.020515,0.11291,0.03763666667,0.6068224266,NA
2,OR,M72,M67_M72,MY_FN_HN,Y,N,N,K,4,6.6,0,0,0.0,7.0,NA,NA,NA,7,1.75,0,NA,0.12309,0.020515,0.11291,0.03763666667,0.6068224266,NA
3,OR,M73,M73,MN_FN_HN,N,N,N,K,4,6,1,15,35.0,15.0,5.0,NA,NA,71,17.75,1,C,NA,0.05389,NA,0.11184,0.3650621733,NA
3,OR,M74,M74,MN_FN_HN,N,N,N,K,3,4.6,45,35,30.0,NA,NA,NA,NA,110,36.66666667,1,C,NA,0.04732,NA,0.09484,0.347629111,NA
3,OR,M75,M75,MN_FN_HN,N,N,N,K,3,4.6,60,35,45.0,NA,NA,NA,NA,140,46.66666667,1,C,NA,0.04258,NA,0.10625,0.4572050742,NA
3,OR,M76,M76,MN_FN_HN,N,N,N,K,4,5.6,15,27,15.0,5.0,NA,NA,NA,62,15.5,1,C,NA,0.04514,NA,0.09041,0.3472930547,NA
3,OR,M77,M77,MN_FN_HN,N,N,N,K,4,5.8,30,27,75.0,25.0,NA,NA,NA,157,39.25,1,C,NA,0.05405,NA,0.14487,0.4929636222,NA
3,OR,M78,M78,MN_FN_HN,N,N,N,K,4,5.6,5,80,25.0,15.0,NA,NA,NA,125,31.25,1,C,NA,0.03666,NA,0.13687,0.6586726639,NA
3,OR,M79,M79,MN_FN_HN,N,N,N,K,3,4,25,8,60.0,NA,NA,NA,NA,93,31,1,C,NA,0.05941,NA,0.10218,0.2711367008,NA
3,OR,M80,M80,MN_FN_HN,N,N,N,K,3,3.9,12,6,7.0,NA,NA,NA,NA,25,8.333333333,1,C,NA,0.04613,NA,0.0558,0.09515518591,NA
3,OR,M81,M81,MN_FN_HN,N,N,N,K,4,6.2,0,15,8.0,6.0,NA,NA,NA,29,7.25,1,C,NA,0.04209,NA,0.07246,0.2716122513,NA
3,OR,M82,M82,MN_FN_HN,N,N,N,K,3,4.6,7,17,5.0,NA,NA,NA,NA,29,9.666666667,1,C,NA,0.0471,NA,0.07964,0.2626217391,NA
3,OR,M83,M83,MN_FN_HN,N,N,N,K,4,5.1,23,19,45.0,18.0,NA,NA,NA,105,26.25,1,C,NA,0.03951,NA,0.11631,0.539852618,NA
3,OR,M84,M84,MN_FN_HN,N,N,N,K,3,4,2,2,5.0,NA,NA,NA,NA,9,3,1,C,NA,0.04546,NA,0.05199,0.06710928699,NA
3,OR,M85,M85,MN_FN_HN,N,N,N,K,4,5.2,15,18,6.0,5.0,NA,NA,NA,44,11,1,C,NA,0.05264,NA,0.08546,0.2422860716,NA
3,OR,M86,M86,MN_FN_HN,N,N,N,K,3,5,15,13,3.0,NA,NA,NA,NA,31,10.33333333,1,C,NA,0.04221,NA,0.06541,0.2190089961,NA
3,OR,M87,M87,MN_FN_HN,N,N,N,K,3,5,5,20,16.0,NA,NA,NA,NA,41,13.66666667,1,C,NA,0.04382,NA,0.06999,0.2341310203,NA
3,OR,M88,M88,MN_FN_HN,N,N,N,K,3,4,50,40,35.0,NA,NA,NA,NA,125,41.66666667,1,C,NA,0.05223,NA,0.10618,0.3547393624,NA
3,OR,M89,M89,MN_FN_HN,N,N,N,K,4,6.1,40,50,55.0,15.0,NA,NA,NA,160,40,1,C,NA,0.08881,NA,0.16569,0.3118096582,NA
3,OR,M90,M90,MN_FN_HN,N,N,N,K,4,4.8,47,38,15.0,20.0,NA,NA,NA,120,30,1,C,NA,0.04058,NA,0.08686,0.3805111464,NA
3,OR,M91,M91_M96,MY_FY_HN,Y,Y,N,K,5,8.9,1,3,7.0,1.0,1.0,NA,NA,13,2.6,0,NA,0.2779,0.04631666667,0.46427,0.07737833333,0.2566024714,4 found on bag
3,OR,M92,M91_M96,MY_FY_HN,Y,Y,N,K,5,9.1,2,1,3.0,5.0,1.0,NA,NA,12,2.4,0,NA,0.2779,0.04631666667,0.46427,0.07737833333,0.2566024714,NA
3,OR,M93,M91_M96,MY_FY_HN,Y,Y,N,K,5,8.8,4,5,4.0,1.0,6.0,NA,NA,20,4,1,S,0.2779,0.04631666667,0.46427,0.07737833333,0.2566024714,NA
3,OR,M94,M91_M96,MY_FY_HN,Y,Y,N,K,6,9.6,5,9,2.0,1.0,0.0,0.0,NA,17,2.833333333,0,NA,0.2779,0.04631666667,0.46427,0.07737833333,0.2566024714,NA
3,OR,M95,M91_M96,MY_FY_HN,Y,Y,N,K,5,8.6,7,2,15.0,2.0,0.0,NA,NA,26,5.2,1,S,0.2779,0.04631666667,0.46427,0.07737833333,0.2566024714,NA
3,OR,M96,M91_M96,MY_FY_HN,Y,Y,N,K,5,9.3,7,1,6.0,7.0,0.0,NA,NA,21,4.2,0,NA,0.2779,0.04631666667,0.46427,0.07737833333,0.2566024714,NA
3,OR,M97,M97_M102,MY_FY_HN,Y,Y,N,K,4,8.4,1,4,5.0,1.0,0.0,NA,NA,11,2.75,0,NA,0.31946,0.05324333333,0.73437,0.122395,0.4161904592,NA
3,OR,M98,M97_M102,MY_FY_HN,Y,Y,N,K,3,9.7,0,14,5.0,NA,NA,NA,NA,19,6.333333333,0,NA,0.31946,0.05324333333,0.73437,0.122395,0.4161904592,Wilting damage extensive prior to start
3,OR,M99,M97_M102,MY_FY_HN,Y,Y,N,K,5,8.1,2,20,15.0,5.0,3.0,NA,NA,45,9,0,NA,0.31946,0.05324333333,0.73437,0.122395,0.4161904592,NA
3,OR,M100,M97_M102,MY_FY_HN,Y,Y,N,K,4,7.9,10,0,10.0,6.0,0.0,NA,NA,26,6.5,0,NA,0.31946,0.05324333333,0.73437,0.122395,0.4161904592,NA
3,OR,M101,M97_M102,MY_FY_HN,Y,Y,N,K,5,9.3,2,1,5.0,9.0,1.0,NA,NA,18,3.6,0,NA,0.31946,0.05324333333,0.73437,0.122395,0.4161904592,NA
3,OR,M102,M97_M102,MY_FY_HN,Y,Y,N,K,5,10.2,20,20,7.0,10.0,5.0,NA,NA,62,12.4,1,S,0.31946,0.05324333333,0.73437,0.122395,0.4161904592,NA
3,OR,M103,M103_M108,MY_FY_HN,Y,Y,N,K,5,7.6,0,3,3.0,1.0,0.0,NA,NA,7,1.4,0,NA,0.27911,0.04651833333,0.52993,0.105986,0.4117302549,1 escaped during starvation and got smooshed on the ground
3,OR,M104,M103_M108,MY_FY_HN,Y,Y,N,K,6,8.4,0,6,17.0,6.0,1.0,1.0,NA,31,5.166666667,1,S,0.27911,0.04651833333,0.52993,0.105986,0.4117302549,NA
3,OR,M105,M103_M108,MY_FY_HN,Y,Y,N,K,6,9.9,2,0,2.0,0.0,0.0,0.0,NA,4,0.6666666667,0,NA,0.27911,0.04651833333,0.52993,0.105986,0.4117302549,NA
